con_CreditScore,cat_Geography,cat_Gender,con_Age,con_Tenure,con_Balance,con_NumOfProducts,cat_HasCrCard,cat_IsActiveMember,con_EstimatedSalary,cat_Exited
479.0,France,Male,38.7736,9.0,76214.7777,1.5359,1.0,0.0,99449.86,0.0
649.4995,Germany,Male,38.7736,5.0096,90536.81,1.5359,0.0,1.0,63082.88,0.0
649.4995,France,Male,39.0,5.0096,76214.7777,2.0,1.0,0.0,100091.8098,0.0
562.0,France,Male,38.7736,2.0,100238.35,1.0,1.0,1.0,100091.8098,0.0
675.0,France,Male,38.7736,9.0,76214.7777,1.0,1.0,1.0,22994.32,0.0
721.0,Germany,Male,28.0,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,1.0
628.0,Germany,Female,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,74169.13,0.0
668.0,Germany,Male,37.0,5.0096,76214.7777,1.0,1.0,0.0,115638.29,0.0
649.4995,France,Female,41.0,5.0096,76214.7777,1.5359,1.0,0.0,31766.3,0.0
524.0,France,Male,31.0,5.0096,76214.7777,1.0,1.0,1.0,100091.8098,1.0
699.0,France,Male,38.7736,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
828.0,France,Male,34.0,8.0,129433.34,2.0,1.0,1.0,100091.8098,0.0
674.0,Spain,Male,39.0,6.0,120193.42,1.0,0.0,1.0,100091.8098,0.0
656.0,France,Female,38.7736,6.0,76214.7777,2.0,1.0,0.0,141069.88,0.0
649.4995,Germany,Female,48.0,10.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
625.0,France,Male,28.0,3.0,0.0,1.0,1.0,0.0,100091.8098,0.0
649.4995,France,Male,38.7736,9.0,76214.7777,1.0,1.0,1.0,110265.24,1.0
649.4995,France,Female,38.7736,1.0,76214.7777,1.0,1.0,1.0,100091.8098,1.0
625.0,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Female,38.7736,7.0,76214.7777,2.0,1.0,0.0,171378.77,0.0
649.4995,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,0.0,167256.35,0.0
758.0,France,Female,34.0,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
795.0,France,Male,38.7736,5.0096,130862.43,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,9.0,76214.7777,1.0,1.0,1.0,100091.8098,0.0
649.4995,France,Male,25.0,5.0096,0.0,2.0,1.0,1.0,16459.37,0.0
649.4995,France,Male,39.0,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
649.4995,Germany,Female,50.0,5.0096,144895.05,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Female,34.0,5.0,63663.93,1.0,0.0,1.0,167784.28,0.0
637.0,France,Male,38.7736,2.0,133463.1,1.5359,0.0,1.0,100091.8098,0.0
649.4995,Spain,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,1.0
649.4995,Spain,Female,35.0,1.0,76214.7777,2.0,0.0,1.0,8590.83,0.0
649.4995,France,Male,44.0,10.0,76214.7777,1.0,1.0,0.0,100091.8098,0.0
663.0,France,Male,34.0,5.0096,0.0,2.0,1.0,1.0,100091.8098,0.0
682.0,France,Female,38.7736,5.0,125851.93,1.5359,1.0,1.0,193318.33,0.0
793.0,France,Male,38.7736,2.0,76214.7777,1.0,1.0,1.0,159123.82,0.0
649.4995,France,Female,31.0,5.0,40915.55,1.5359,1.0,1.0,100091.8098,0.0
649.4995,Spain,Female,38.7736,5.0096,113157.22,1.0,1.0,1.0,100091.8098,0.0
649.4995,Spain,Male,29.0,8.0,138296.94,2.0,1.0,1.0,141075.51,0.0
649.4995,France,Male,37.0,5.0096,106967.18,1.5359,1.0,0.0,24495.03,0.0
649.4995,France,Male,44.0,5.0096,76214.7777,1.5359,1.0,0.0,74836.34,0.0
649.4995,France,Male,32.0,5.0096,76214.7777,2.0,0.0,1.0,100091.8098,0.0
754.0,Spain,Female,38.7736,7.0,76214.7777,2.0,1.0,1.0,100091.8098,0.0
535.0,France,Male,38.7736,9.0,76214.7777,1.0,1.0,1.0,149892.79,0.0
716.0,France,Male,42.0,5.0096,0.0,1.5359,1.0,1.0,100091.8098,0.0
539.0,France,Male,38.7736,5.0096,76214.7777,1.0,1.0,1.0,98646.22,0.0
649.4995,France,Female,43.0,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
706.0,France,Male,38.7736,7.0,0.0,1.0,1.0,1.0,17941.16,1.0
649.4995,France,Male,38.7736,5.0096,76214.7777,1.5359,0.0,0.0,82996.47,0.0
586.0,Spain,Male,28.0,2.0,76214.7777,2.0,1.0,1.0,100091.8098,0.0
649.4995,France,Female,38.7736,6.0,76214.7777,1.5359,0.0,1.0,100091.8098,0.0
649.4995,Germany,Female,33.0,4.0,123246.7,1.0,1.0,1.0,112687.57,0.0
649.4995,Spain,Male,22.0,5.0096,76214.7777,1.0,0.0,1.0,84699.56,0.0
649.4995,France,Male,30.0,2.0,0.0,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,49.0,7.0,76214.7777,1.0,0.0,0.0,100091.8098,0.0
649.4995,France,Male,38.7736,2.0,0.0,1.5359,1.0,1.0,106977.8,0.0
649.4995,Spain,Male,29.0,5.0096,76214.7777,1.5359,1.0,0.0,100091.8098,1.0
649.4995,Germany,Male,31.0,9.0,125189.75,2.0,1.0,1.0,139874.43,0.0
704.0,France,Female,24.0,7.0,113034.22,1.5359,1.0,1.0,162503.48,1.0
649.4995,Spain,Female,41.0,9.0,109013.23,1.5359,1.0,1.0,196499.96,0.0
649.4995,France,Male,38.7736,2.0,76214.7777,1.5359,1.0,0.0,40721.24,0.0
649.4995,Germany,Male,24.0,9.0,57929.81,1.5359,1.0,1.0,53134.3,0.0
484.0,France,Female,29.0,4.0,76214.7777,1.0,1.0,1.0,100091.8098,0.0
649.4995,France,Male,27.0,5.0,76214.7777,2.0,1.0,0.0,100091.8098,0.0
649.4995,Germany,Male,38.7736,5.0096,129608.57,1.5359,1.0,1.0,5472.7,1.0
649.4995,France,Male,30.0,4.0,169462.09,1.0,1.0,1.0,112187.11,0.0
649.4995,France,Male,40.0,5.0096,0.0,1.5359,1.0,1.0,146457.83,0.0
649.4995,France,Female,38.7736,7.0,76214.7777,1.0,1.0,1.0,27286.1,0.0
510.0,France,Female,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,0.0,100091.8098,0.0
649.4995,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,94774.12,0.0
649.4995,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,8080.85,1.0
850.0,Spain,Female,38.7736,2.0,122311.21,1.5359,1.0,1.0,100091.8098,0.0
510.0,France,Male,38.7736,5.0096,0.0,1.5359,1.0,1.0,48071.61,0.0
649.4995,Germany,Female,45.0,1.0,76214.7777,1.5359,1.0,1.0,174531.27,0.0
636.0,France,Male,38.7736,2.0,0.0,2.0,1.0,1.0,55470.78,0.0
804.0,France,Male,50.0,4.0,0.0,1.5359,1.0,1.0,100091.8098,1.0
514.0,France,Male,32.0,8.0,0.0,2.0,1.0,0.0,100091.8098,0.0
730.0,France,Female,39.0,5.0096,76214.7777,1.0,1.0,0.0,100091.8098,0.0
649.4995,Spain,Female,38.7736,0.0,0.0,1.5359,1.0,1.0,100091.8098,0.0
616.0,France,Male,38.7736,5.0,76214.7777,2.0,1.0,1.0,100091.8098,0.0
687.0,Germany,Female,38.7736,5.0096,76214.7777,2.0,1.0,0.0,100091.8098,0.0
715.0,France,Male,41.0,5.0096,56214.85,2.0,0.0,1.0,92982.61,1.0
649.4995,France,Female,38.7736,3.0,76214.7777,1.5359,1.0,0.0,17675.36,0.0
649.4995,France,Male,40.0,1.0,0.0,2.0,0.0,0.0,114996.43,0.0
601.0,France,Male,32.0,5.0096,76214.7777,1.0,1.0,0.0,100091.8098,0.0
580.0,Spain,Male,38.7736,5.0096,61710.44,2.0,1.0,1.0,100091.8098,0.0
649.4995,France,Male,35.0,3.0,76214.7777,1.5359,1.0,1.0,600.36,0.0
649.4995,France,Female,32.0,6.0,0.0,2.0,1.0,1.0,43001.46,0.0
649.4995,Germany,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
501.0,France,Male,57.0,10.0,0.0,1.5359,1.0,1.0,47847.19,0.0
649.4995,France,Male,35.0,5.0096,76214.7777,1.0,1.0,0.0,100091.8098,0.0
649.4995,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,42.0,4.0,76214.7777,1.0,1.0,1.0,121409.06,0.0
649.4995,France,Male,50.0,5.0,76214.7777,1.5359,1.0,1.0,146145.93,0.0
711.0,France,Female,38.0,2.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,33.0,3.0,176666.62,1.5359,1.0,1.0,94670.77,0.0
550.0,France,Male,38.7736,3.0,0.0,1.0,1.0,1.0,179670.31,0.0
649.4995,Spain,Male,41.0,3.0,76214.7777,1.0,0.0,0.0,100091.8098,0.0
618.0,France,Male,38.7736,5.0096,76214.7777,1.0,1.0,1.0,151954.39,0.0
643.0,France,Male,45.0,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,45.0,5.0096,106376.85,1.5359,0.0,1.0,100091.8098,0.0
689.0,Germany,Male,33.0,2.0,76214.7777,2.0,1.0,0.0,100091.8098,0.0
649.4995,France,Male,31.0,8.0,0.0,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,9.0,0.0,2.0,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,5.0096,63095.01,1.5359,1.0,1.0,100091.8098,0.0
649.4995,Germany,Male,26.0,5.0096,118287.01,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,47.0,5.0096,106854.21,1.5359,0.0,1.0,100091.8098,1.0
695.0,France,Male,38.7736,7.0,76214.7777,1.0,1.0,1.0,133007.34,0.0
730.0,Spain,Female,38.7736,5.0096,0.0,1.5359,0.0,1.0,100091.8098,0.0
807.0,France,Male,38.7736,1.0,105799.32,1.5359,1.0,1.0,100091.8098,0.0
592.0,France,Male,38.7736,8.0,0.0,1.0,1.0,1.0,28737.71,1.0
649.4995,France,Female,31.0,9.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
514.0,France,Male,38.7736,5.0096,0.0,1.5359,0.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,2.0,76214.7777,2.0,1.0,1.0,167984.61,0.0
850.0,France,Male,38.7736,10.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,Germany,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,108872.45,0.0
670.0,France,Male,37.0,4.0,76214.7777,2.0,1.0,1.0,100091.8098,0.0
694.0,France,Male,38.7736,9.0,0.0,2.0,1.0,1.0,26960.31,0.0
547.0,France,Female,38.7736,5.0096,74596.15,1.5359,1.0,1.0,85746.52,1.0
751.0,France,Male,50.0,2.0,76214.7777,1.0,1.0,1.0,100091.8098,0.0
649.4995,Germany,Male,29.0,3.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,5.0096,0.0,1.5359,0.0,1.0,111981.19,0.0
610.0,France,Male,40.0,0.0,76214.7777,1.5359,1.0,0.0,100091.8098,0.0
649.4995,France,Male,37.0,1.0,76214.7777,2.0,1.0,1.0,156105.03,0.0
649.4995,France,Male,20.0,5.0096,119714.25,1.5359,0.0,1.0,150135.38,0.0
649.4995,France,Male,38.7736,5.0096,76214.7777,2.0,0.0,1.0,100091.8098,0.0
763.0,Germany,Male,38.7736,6.0,76214.7777,1.0,1.0,0.0,33462.94,1.0
649.4995,France,Female,38.7736,2.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
539.0,France,Female,38.7736,5.0096,116220.5,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,5.0096,0.0,1.5359,1.0,1.0,89048.46,0.0
703.0,France,Male,38.7736,2.0,81173.83,1.5359,0.0,1.0,100091.8098,0.0
662.0,Spain,Male,38.0,5.0096,0.0,1.5359,1.0,1.0,136259.65,0.0
725.0,Germany,Female,39.0,5.0,76214.7777,1.0,1.0,0.0,124052.97,0.0
649.4995,France,Male,38.7736,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
659.0,Germany,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,45071.09,0.0
523.0,Spain,Male,38.7736,7.0,0.0,1.5359,1.0,1.0,100091.8098,0.0
635.0,France,Male,40.0,10.0,76214.7777,1.0,1.0,0.0,100091.8098,0.0
649.4995,Germany,Male,38.7736,7.0,152400.51,2.0,1.0,0.0,79414.0,0.0
649.4995,France,Female,26.0,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
649.4995,Germany,Male,24.0,5.0096,76214.7777,1.5359,1.0,1.0,157577.29,0.0
649.4995,Germany,Male,54.0,5.0096,76214.7777,1.0,1.0,0.0,100091.8098,1.0
771.0,Germany,Female,36.0,5.0096,77846.9,1.0,0.0,0.0,100091.8098,0.0
649.4995,France,Female,34.0,1.0,0.0,1.5359,1.0,1.0,97932.68,0.0
681.0,France,Male,79.0,5.0096,0.0,2.0,1.0,1.0,170968.99,0.0
649.4995,France,Male,37.0,5.0096,76214.7777,1.0,1.0,1.0,57558.95,0.0
696.0,France,Male,38.7736,8.0,76214.7777,1.5359,1.0,1.0,176713.47,0.0
766.0,Spain,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
671.0,Germany,Male,34.0,5.0096,37266.67,2.0,0.0,0.0,100091.8098,0.0
693.0,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
850.0,Germany,Male,38.0,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
732.0,France,Male,42.0,5.0096,76214.7777,2.0,1.0,1.0,100091.8098,0.0
649.4995,France,Female,38.7736,6.0,76214.7777,1.5359,1.0,0.0,64323.24,0.0
557.0,France,Male,38.7736,5.0096,76214.7777,2.0,1.0,0.0,100091.8098,0.0
682.0,France,Female,38.7736,0.0,110654.02,1.5359,0.0,1.0,100091.8098,0.0
738.0,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,18606.23,0.0
649.4995,Spain,Male,38.7736,9.0,76214.7777,1.0,1.0,1.0,100091.8098,0.0
498.0,France,Male,38.7736,5.0096,76214.7777,1.5359,1.0,1.0,148528.24,0.0
649.4995,France,Male,36.0,5.0096,76214.7777,1.5359,1.0,1.0,13898.31,0.0
649.4995,Spain,Male,38.7736,5.0096,76214.7777,1.5359,1.0,0.0,81259.25,0.0
649.4995,Germany,Male,35.0,7.0,52436.2,1.0,1.0,0.0,100091.8098,0.0
649.4995,France,Male,38.7736,9.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,Germany,Male,38.7736,5.0096,76214.7777,3.0,1.0,1.0,48559.19,0.0
649.4995,Germany,Male,38.7736,5.0096,149297.19,1.5359,1.0,1.0,186339.74,0.0
707.0,France,Male,30.0,5.0096,0.0,2.0,1.0,1.0,100091.8098,0.0
649.4995,France,Male,28.0,4.0,76214.7777,1.5359,1.0,1.0,93883.53,0.0
706.0,Spain,Female,37.0,5.0096,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,3.0,0.0,1.0,1.0,1.0,11199.04,1.0
649.4995,France,Female,38.7736,5.0096,76214.7777,2.0,1.0,1.0,189992.97,0.0
646.0,France,Male,35.0,6.0,84026.86,1.0,1.0,1.0,100091.8098,0.0
649.4995,France,Male,46.0,1.0,76214.7777,1.0,1.0,0.0,100091.8098,1.0
782.0,France,Male,38.7736,5.0096,0.0,1.5359,1.0,1.0,33949.67,0.0
649.4995,France,Male,29.0,5.0096,0.0,1.5359,1.0,1.0,68143.93,0.0
649.4995,Germany,Male,38.7736,5.0096,138718.92,1.5359,1.0,1.0,47251.79,1.0
807.0,France,Male,38.7736,5.0096,76214.7777,1.0,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,5.0096,174185.98,2.0,0.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,7.0,113208.86,2.0,1.0,1.0,34577.36,0.0
602.0,Spain,Male,38.7736,5.0,76214.7777,1.0,1.0,0.0,100091.8098,0.0
649.4995,France,Female,38.7736,8.0,76214.7777,1.0,1.0,0.0,100091.8098,0.0
744.0,France,Female,38.7736,5.0,166297.89,1.5359,1.0,1.0,100091.8098,0.0
649.4995,France,Male,38.7736,5.0096,0.0,2.0,1.0,0.0,79078.91,0.0
649.4995,France,Male,42.0,9.0,76214.7777,1.5359,0.0,1.0,137316.32,0.0
649.4995,France,Male,38.7736,5.0096,76214.7777,2.0,1.0,0.0,100091.8098,0.0
649.4995,France,Male,27.0,7.0,76214.7777,1.5359,1.0,0.0,100091.8098,0.0
750.0,Spain,Male,34.0,9.0,76214.7777,1.0,0.0,0.0,150401.53,0.0
649.4995,France,Male,38.7736,3.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
773.0,France,Male,25.0,2.0,76214.7777,1.5359,1.0,1.0,73656.38,0.0
649.4995,France,Female,38.7736,4.0,76214.7777,1.5359,1.0,1.0,100091.8098,0.0
