con_CreditScore,cat_Geography,cat_Gender,con_Age,con_Tenure,con_Balance,con_NumOfProducts,cat_HasCrCard,cat_IsActiveMember,con_EstimatedSalary,cat_Exited
646.0,France,Female,46.0,5.0054,0.0,1.5387,1.0,1.0,101453.4945,1.0
635.0,Germany,Female,28.0,5.0054,81623.67,2.0,1.0,1.0,101453.4945,0.0
650.413,Spain,Male,39.0764,5.0054,0.0,3.0,1.0,1.0,174205.22,0.0
808.0,France,Male,39.0764,5.0054,118626.55,1.5387,1.0,1.0,147132.46,0.0
650.413,France,Female,39.0764,10.0,75238.381,1.5387,1.0,0.0,109614.57,0.0
769.0,France,Male,29.0,8.0,0.0,2.0,1.0,1.0,101453.4945,0.0
730.0,France,Male,42.0,4.0,0.0,1.5387,0.0,1.0,85982.47,0.0
515.0,France,Male,39.0764,10.0,176273.95,1.5387,0.0,1.0,121277.78,0.0
650.413,France,Male,39.0764,5.0054,75238.381,1.5387,1.0,1.0,64595.25,0.0
814.0,Germany,Male,39.0764,8.0,75238.381,2.0,1.0,1.0,101453.4945,0.0
710.0,Spain,Male,39.0764,8.0,0.0,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Male,34.0,9.0,75238.381,2.0,0.0,0.0,6534.18,0.0
650.413,France,Female,39.0764,5.0054,0.0,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,5.0054,75238.381,2.0,1.0,1.0,101453.4945,0.0
738.0,France,Male,31.0,5.0054,75238.381,1.5387,1.0,0.0,41970.72,0.0
650.413,Spain,Male,39.0764,5.0054,75238.381,1.5387,1.0,0.0,101453.4945,0.0
670.0,France,Female,65.0,5.0054,75238.381,1.5387,1.0,1.0,101453.4945,1.0
650.413,Spain,Male,39.0764,5.0054,75238.381,2.0,1.0,1.0,101453.4945,1.0
650.413,France,Male,32.0,5.0054,88938.62,1.0,1.0,1.0,101453.4945,0.0
650.413,France,Female,39.0764,2.0,99806.85,1.0,0.0,1.0,36976.52,0.0
650.413,Spain,Male,33.0,5.0,75238.381,1.0,1.0,1.0,71862.79,0.0
479.0,France,Male,39.0764,5.0054,75238.381,1.0,1.0,0.0,99449.86,1.0
685.0,France,Male,39.0764,5.0054,75238.381,1.0,0.0,1.0,101453.4945,0.0
538.0,France,Male,39.0764,7.0,108055.1,1.5387,1.0,0.0,101453.4945,0.0
650.413,France,Male,42.0,2.0,100238.35,1.0,0.0,1.0,101453.4945,0.0
650.413,Spain,Male,36.0,5.0054,106190.55,1.5387,0.0,1.0,22994.32,0.0
650.413,France,Male,39.0764,5.0054,154475.54,2.0,1.0,1.0,101300.94,1.0
628.0,France,Male,30.0,5.0054,132351.29,1.5387,1.0,1.0,74169.13,0.0
668.0,Germany,Male,39.0764,5.0054,167864.4,1.0,1.0,1.0,115638.29,0.0
650.413,France,Male,39.0764,5.0054,75238.381,1.5387,1.0,1.0,31766.3,0.0
524.0,Germany,Male,39.0764,8.0,107818.63,1.0,1.0,0.0,101453.4945,0.0
699.0,France,Male,34.0,5.0054,185173.81,1.5387,1.0,0.0,120834.48,0.0
650.413,France,Male,34.0,8.0,75238.381,2.0,0.0,1.0,38131.77,0.0
674.0,France,Male,39.0764,6.0,75238.381,1.5387,0.0,0.0,100130.95,0.0
650.413,France,Male,39.0764,6.0,75238.381,2.0,1.0,0.0,141069.88,0.0
650.413,France,Male,48.0,10.0,75238.381,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Female,28.0,3.0,0.0,1.0,0.0,0.0,101453.4945,0.0
432.0,France,Male,39.0764,9.0,75238.381,1.0,1.0,1.0,110265.24,1.0
650.413,France,Male,52.0,1.0,0.0,1.5387,0.0,1.0,101453.4945,0.0
625.0,France,Male,56.0,0.0,148507.24,1.5387,1.0,1.0,101453.4945,1.0
828.0,France,Male,39.0764,5.0054,75238.381,1.5387,1.0,0.0,101453.4945,0.0
650.413,France,Male,39.0764,5.0054,101827.07,1.0,1.0,0.0,101453.4945,0.0
650.413,France,Female,34.0,5.0054,75238.381,2.0,1.0,1.0,124226.16,0.0
795.0,Germany,Male,39.0764,5.0054,130862.43,1.5387,1.0,1.0,114935.21,0.0
687.0,France,Male,39.0764,9.0,122570.87,1.5387,1.0,1.0,35608.88,0.0
650.413,France,Male,39.0764,1.0,0.0,2.0,0.0,1.0,16459.37,0.0
650.413,Germany,Male,39.0,5.0054,124828.46,2.0,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,5.0054,75238.381,2.0,1.0,1.0,101453.4945,0.0
650.413,Germany,Male,34.0,5.0,63663.93,1.5387,0.0,1.0,167784.28,0.0
650.413,France,Male,40.0,5.0054,75238.381,1.5387,1.0,1.0,93165.34,0.0
650.413,France,Female,48.0,5.0054,213146.2,1.0,1.0,0.0,75161.25,1.0
650.413,France,Female,39.0764,5.0054,75238.381,1.5387,0.0,1.0,101453.4945,0.0
756.0,Germany,Male,39.0764,5.0054,75238.381,1.0,1.0,1.0,189543.9,0.0
650.413,France,Male,34.0,5.0054,0.0,2.0,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,5.0,75238.381,1.0,1.0,1.0,193318.33,0.0
793.0,Spain,Male,39.0764,2.0,75238.381,1.5387,1.0,0.0,159123.82,1.0
650.413,France,Male,39.0764,5.0054,75238.381,1.0,1.0,0.0,101453.4945,0.0
650.413,Spain,Female,39.0764,5.0,75238.381,1.0,1.0,1.0,101453.4945,0.0
650.413,France,Female,39.0764,5.0054,138296.94,2.0,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,5.0054,75238.381,1.5387,0.0,1.0,24495.03,0.0
650.413,France,Male,39.0764,5.0054,120681.63,1.0,1.0,1.0,74836.34,0.0
416.0,France,Male,32.0,5.0054,75238.381,1.5387,1.0,1.0,878.87,0.0
754.0,Spain,Male,32.0,7.0,0.0,2.0,1.0,1.0,89520.75,0.0
535.0,France,Male,39.0764,5.0054,0.0,1.0,1.0,1.0,101453.4945,1.0
716.0,France,Male,39.0764,8.0,0.0,1.5387,1.0,0.0,101453.4945,0.0
539.0,France,Male,39.0764,5.0054,75238.381,1.0,1.0,0.0,98646.22,0.0
614.0,France,Female,43.0,5.0054,0.0,1.5387,1.0,1.0,109041.53,0.0
650.413,Spain,Male,39.0764,5.0054,75238.381,1.0,1.0,0.0,17941.16,1.0
758.0,France,Female,39.0764,5.0054,75238.381,2.0,0.0,1.0,101453.4945,0.0
650.413,France,Female,28.0,5.0054,0.0,2.0,1.0,1.0,92067.35,0.0
650.413,France,Male,39.0764,5.0054,75238.381,1.0,1.0,1.0,101453.4945,0.0
650.413,France,Female,33.0,4.0,123246.7,1.0,1.0,1.0,101453.4945,0.0
717.0,France,Female,22.0,5.0054,75238.381,1.0,0.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,2.0,0.0,2.0,1.0,0.0,101453.4945,0.0
800.0,France,Male,39.0764,7.0,108007.36,1.5387,0.0,0.0,47125.11,0.0
650.413,Spain,Male,36.0,2.0,0.0,2.0,1.0,1.0,101453.4945,0.0
683.0,France,Male,39.0764,0.0,75238.381,1.0,1.0,0.0,55582.54,0.0
660.0,Germany,Male,31.0,5.0054,125189.75,2.0,1.0,1.0,101453.4945,0.0
704.0,Germany,Female,24.0,7.0,113034.22,1.5387,1.0,1.0,101453.4945,1.0
650.413,Spain,Male,41.0,9.0,75238.381,1.0,1.0,0.0,101453.4945,0.0
650.413,Spain,Female,39.0,2.0,0.0,1.5387,1.0,1.0,40721.24,1.0
682.0,Germany,Male,24.0,9.0,75238.381,2.0,0.0,0.0,53134.3,0.0
484.0,France,Male,29.0,5.0054,130114.39,1.0,1.0,0.0,164017.89,0.0
650.413,Germany,Male,27.0,5.0054,75238.381,2.0,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,5.0054,75238.381,1.5387,1.0,0.0,101453.4945,1.0
578.0,France,Male,30.0,5.0054,169462.09,1.0,1.0,1.0,101453.4945,0.0
512.0,France,Male,40.0,5.0,0.0,2.0,1.0,1.0,146457.83,0.0
484.0,France,Male,39.0764,7.0,133868.21,1.5387,1.0,1.0,101453.4945,0.0
510.0,France,Male,39.0764,0.0,75238.381,1.5387,1.0,1.0,101453.4945,0.0
606.0,Germany,Male,36.0,5.0054,190479.48,2.0,0.0,1.0,179351.89,0.0
650.413,Spain,Male,40.0,5.0054,101993.12,1.5387,1.0,1.0,101453.4945,0.0
754.0,Germany,Female,55.0,3.0,161608.81,1.0,1.0,1.0,101453.4945,1.0
650.413,France,Male,45.0,2.0,122311.21,1.0,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,5.0054,0.0,2.0,1.0,1.0,101453.4945,0.0
778.0,Germany,Male,39.0764,5.0054,162150.42,1.5387,1.0,1.0,101453.4945,0.0
636.0,France,Male,39.0764,5.0054,0.0,1.5387,1.0,1.0,101453.4945,0.0
804.0,France,Female,50.0,4.0,0.0,1.5387,1.0,1.0,101453.4945,1.0
650.413,France,Male,32.0,8.0,0.0,2.0,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,1.0,75238.381,1.0,1.0,1.0,101453.4945,0.0
525.0,Spain,Female,39.0764,5.0054,75238.381,1.0,0.0,1.0,101453.4945,0.0
616.0,France,Male,30.0,5.0,0.0,1.5387,1.0,1.0,196108.51,0.0
687.0,Germany,Male,39.0764,7.0,111388.18,1.5387,1.0,0.0,101453.4945,0.0
650.413,France,Male,39.0764,8.0,56214.85,2.0,1.0,1.0,92982.61,0.0
512.0,France,Male,36.0,5.0054,84327.77,2.0,1.0,0.0,101453.4945,0.0
479.0,France,Male,40.0,5.0054,0.0,2.0,1.0,1.0,114996.43,0.0
650.413,France,Male,32.0,5.0054,93012.89,1.0,1.0,1.0,86957.42,0.0
580.0,Spain,Male,39.0764,9.0,75238.381,1.5387,1.0,0.0,128077.8,0.0
650.413,France,Male,39.0764,5.0054,174790.15,1.5387,1.0,1.0,101453.4945,0.0
650.413,Spain,Male,32.0,5.0054,75238.381,2.0,1.0,1.0,101453.4945,0.0
721.0,Germany,Male,37.0,5.0054,75238.381,1.0,1.0,1.0,101453.4945,0.0
650.413,France,Male,57.0,10.0,75238.381,1.5387,1.0,1.0,47847.19,0.0
650.413,France,Male,39.0764,6.0,96423.84,1.5387,1.0,1.0,10488.44,0.0
650.413,France,Male,39.0764,5.0054,141040.01,1.5387,1.0,1.0,5978.2,0.0
759.0,France,Male,39.0764,4.0,105420.18,1.0,0.0,1.0,121409.06,0.0
516.0,Spain,Male,50.0,5.0,75238.381,1.5387,1.0,1.0,101453.4945,1.0
711.0,France,Female,38.0,5.0054,129022.06,2.0,1.0,1.0,14374.86,0.0
650.413,Spain,Male,39.0764,3.0,75238.381,1.0,1.0,0.0,101453.4945,0.0
650.413,France,Male,37.0,3.0,75238.381,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Female,39.0764,3.0,75238.381,1.0,1.0,0.0,101453.4945,0.0
618.0,France,Male,39.0764,5.0054,75238.381,1.5387,1.0,1.0,151954.39,0.0
643.0,France,Male,45.0,5.0,75238.381,1.5387,1.0,0.0,101453.4945,0.0
650.413,France,Male,45.0,5.0054,106376.85,1.0,1.0,1.0,101453.4945,0.0
689.0,France,Male,39.0764,2.0,75238.381,1.5387,1.0,0.0,101453.4945,0.0
650.413,France,Male,31.0,5.0054,75238.381,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Male,41.0,9.0,0.0,2.0,1.0,1.0,101453.4945,0.0
650.413,France,Female,34.0,5.0054,75238.381,1.0,1.0,1.0,40645.81,0.0
572.0,France,Male,26.0,5.0054,75238.381,1.5387,1.0,0.0,101453.4945,0.0
650.413,France,Male,47.0,5.0054,75238.381,1.5387,1.0,1.0,157959.02,1.0
695.0,France,Male,46.0,5.0054,49512.55,1.0,1.0,1.0,101453.4945,0.0
730.0,France,Female,39.0764,9.0,75238.381,2.0,1.0,1.0,176576.62,0.0
650.413,France,Male,43.0,5.0054,75238.381,2.0,1.0,1.0,101453.4945,1.0
592.0,France,Male,39.0764,8.0,0.0,1.0,1.0,1.0,101453.4945,1.0
726.0,France,Male,31.0,9.0,75238.381,2.0,1.0,1.0,98178.57,0.0
650.413,France,Male,30.0,5.0054,0.0,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,5.0054,0.0,2.0,1.0,1.0,167984.61,0.0
650.413,France,Male,39.0764,5.0054,0.0,1.5387,1.0,1.0,101453.4945,0.0
650.413,Germany,Male,39.0764,5.0054,99564.22,1.5387,1.0,1.0,108872.45,1.0
670.0,France,Male,37.0,4.0,75238.381,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Male,30.0,5.0054,75238.381,2.0,1.0,1.0,101453.4945,0.0
547.0,Germany,Female,39.0,6.0,75238.381,1.5387,1.0,1.0,85746.52,1.0
751.0,France,Male,39.0764,2.0,75238.381,1.5387,1.0,0.0,77206.25,0.0
594.0,Germany,Female,39.0764,5.0054,130830.22,1.0,1.0,1.0,61048.53,0.0
650.413,France,Male,72.0,1.0,0.0,2.0,1.0,1.0,111981.19,0.0
610.0,France,Male,39.0764,5.0054,0.0,2.0,1.0,0.0,101453.4945,0.0
650.413,France,Female,39.0764,1.0,0.0,2.0,0.0,1.0,156105.03,0.0
650.413,Germany,Male,20.0,3.0,119714.25,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Female,39.0764,5.0,75238.381,2.0,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,5.0054,100160.75,1.0,1.0,0.0,33462.94,0.0
712.0,France,Female,39.0764,5.0054,0.0,1.5387,1.0,1.0,101453.4945,0.0
650.413,Germany,Male,43.0,5.0054,75238.381,3.0,1.0,1.0,101453.4945,1.0
650.413,France,Male,39.0764,5.0054,0.0,3.0,1.0,1.0,89048.46,1.0
650.413,France,Male,28.0,5.0054,75238.381,1.5387,1.0,1.0,162812.16,0.0
662.0,France,Male,39.0764,4.0,75238.381,2.0,1.0,0.0,136259.65,0.0
725.0,Germany,Female,39.0,5.0,116803.8,1.0,1.0,0.0,101453.4945,0.0
703.0,France,Male,37.0,5.0054,75238.381,1.5387,0.0,1.0,74158.8,0.0
650.413,Germany,Male,67.0,6.0,75238.381,1.5387,1.0,1.0,45071.09,1.0
650.413,France,Male,34.0,5.0054,0.0,2.0,1.0,1.0,101453.4945,0.0
650.413,France,Female,40.0,5.0054,75238.381,1.0,1.0,0.0,101453.4945,0.0
772.0,Germany,Male,39.0764,7.0,75238.381,1.5387,1.0,0.0,79414.0,0.0
650.413,France,Male,26.0,1.0,0.0,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Male,24.0,8.0,103097.85,1.5387,1.0,1.0,157577.29,0.0
650.413,France,Male,54.0,8.0,126418.14,1.5387,1.0,0.0,134420.75,0.0
650.413,Germany,Female,36.0,5.0054,77846.9,1.5387,0.0,1.0,101453.4945,0.0
587.0,France,Male,34.0,1.0,75238.381,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,0.0,0.0,1.5387,1.0,1.0,170968.99,0.0
650.413,Germany,Male,39.0764,5.0054,79731.91,1.0,1.0,1.0,101453.4945,0.0
650.413,Spain,Male,28.0,5.0054,0.0,1.5387,0.0,0.0,176713.47,0.0
766.0,France,Male,41.0,5.0054,0.0,2.0,1.0,1.0,34283.23,0.0
727.0,France,Male,34.0,5.0054,75238.381,1.5387,1.0,1.0,198637.34,0.0
671.0,Germany,Male,39.0764,5.0054,75238.381,2.0,1.0,1.0,156917.12,0.0
650.413,France,Male,30.0,6.0,127992.25,1.0,1.0,1.0,101453.4945,0.0
650.413,Germany,Male,38.0,3.0,75238.381,1.5387,1.0,1.0,101453.4945,0.0
732.0,Germany,Male,42.0,9.0,75238.381,2.0,1.0,1.0,101453.4945,0.0
650.413,Spain,Male,39.0764,5.0054,99906.19,1.0,1.0,0.0,101453.4945,0.0
650.413,France,Male,32.0,5.0054,75238.381,2.0,1.0,0.0,14956.44,0.0
682.0,France,Female,26.0,5.0054,110654.02,1.5387,1.0,1.0,101453.4945,0.0
650.413,Spain,Male,39.0764,9.0,75238.381,1.5387,1.0,1.0,18606.23,0.0
650.413,France,Female,36.0,9.0,75238.381,1.5387,1.0,1.0,101453.4945,0.0
498.0,France,Male,34.0,2.0,0.0,2.0,1.0,1.0,148528.24,0.0
651.0,France,Male,39.0764,5.0054,75238.381,1.5387,1.0,1.0,101453.4945,0.0
650.413,Spain,Female,39.0,7.0,0.0,1.0,1.0,1.0,101453.4945,0.0
650.413,France,Female,39.0764,7.0,52436.2,1.5387,1.0,0.0,101453.4945,0.0
650.413,France,Male,41.0,9.0,0.0,2.0,1.0,1.0,191599.67,0.0
733.0,Germany,Male,34.0,5.0054,75238.381,3.0,1.0,1.0,48559.19,0.0
811.0,Germany,Female,34.0,5.0054,75238.381,2.0,1.0,1.0,101453.4945,0.0
707.0,France,Male,30.0,8.0,0.0,1.5387,1.0,1.0,101453.4945,0.0
650.413,Germany,Male,39.0764,5.0054,75238.381,1.0,0.0,1.0,93883.53,0.0
650.413,France,Male,39.0764,7.0,0.0,1.5387,1.0,1.0,101453.4945,0.0
756.0,France,Male,39.0764,3.0,0.0,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Female,53.0,10.0,0.0,2.0,1.0,1.0,101453.4945,0.0
646.0,France,Male,39.0764,5.0054,75238.381,1.5387,0.0,1.0,164255.69,0.0
650.413,France,Male,39.0764,5.0054,75238.381,1.5387,1.0,1.0,152167.79,1.0
650.413,France,Male,39.0,5.0054,75238.381,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Male,29.0,5.0054,0.0,1.5387,1.0,1.0,101453.4945,0.0
479.0,Germany,Male,39.0764,4.0,75238.381,1.5387,1.0,1.0,47251.79,1.0
650.413,France,Male,39.0764,5.0054,118274.71,1.5387,1.0,1.0,25885.72,0.0
650.413,France,Female,39.0764,8.0,174185.98,2.0,1.0,1.0,192633.85,0.0
650.413,France,Male,40.0,5.0054,75238.381,2.0,1.0,1.0,34577.36,0.0
650.413,France,Male,39.0764,5.0,75238.381,1.5387,1.0,1.0,161229.84,0.0
475.0,France,Female,32.0,8.0,75238.381,1.5387,1.0,0.0,101453.4945,0.0
650.413,France,Female,39.0764,5.0054,75238.381,1.0,1.0,1.0,101453.4945,0.0
650.413,Spain,Male,39.0764,10.0,75238.381,2.0,1.0,0.0,101453.4945,0.0
703.0,Germany,Male,39.0764,5.0054,75238.381,1.5387,0.0,1.0,137316.32,0.0
747.0,France,Female,41.0,5.0,75238.381,2.0,1.0,1.0,194926.86,0.0
583.0,France,Male,39.0764,5.0054,0.0,1.5387,1.0,1.0,51285.49,0.0
750.0,France,Male,39.0764,9.0,112822.26,1.5387,1.0,1.0,150401.53,0.0
681.0,France,Male,38.0,3.0,75238.381,1.5387,1.0,1.0,112491.96,0.0
650.413,France,Male,39.0764,5.0054,75238.381,1.0,1.0,0.0,73656.38,0.0
714.0,France,Male,39.0764,4.0,125169.26,1.5387,1.0,1.0,101453.4945,0.0
650.413,France,Male,39.0764,7.0,75238.381,1.5387,1.0,1.0,155853.52,0.0
511.0,France,Male,39.0764,5.0054,149117.31,1.5387,1.0,1.0,101453.4945,0.0
627.0,France,Male,39.0764,5.0054,0.0,2.0,1.0,1.0,101453.4945,0.0
694.0,France,Female,39.0764,10.0,75238.381,1.5387,1.0,0.0,101453.4945,0.0
616.0,France,Male,36.0,6.0,132311.71,1.0,1.0,0.0,15462.84,0.0
687.0,France,Male,35.0,8.0,75238.381,2.0,1.0,0.0,101453.4945,0.0
712.0,France,Female,33.0,5.0054,75238.381,1.5387,1.0,1.0,101453.4945,0.0
